crawl_date,crawl_time,hotel_adress,hotel_category,hotel_comment_count,hotel_name,hotel_star,hotel_url
2022-03-28,2022-03-28 17:12:01,"Gursu Mahallesi, Akdeniz Bulvari, 304, Sokak, Konyaalti, Antalya 7070 Türkiye,Gursu Mahallesi, Akdeniz Bulvari, 304, Sokak, Konyaalti, Antalya 7070 Türkiye","İş,Sessiz,Türkçe, İngilizce, Fransızca, Rusça, ",4.009 yorum,"Crowne Plaza Antalya , an IHG hotel","4,5",https://www.tripadvisor.com.tr/Hotel_Review-g297962-d1465019-Reviews-Crowne_Plaza_Antalya_an_IHG_hotel-Antalya_Turkish_Mediterranean_Coast.html
